fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.340706290873324,0.24395291394177843,0.38569394062155987,2.0395291394177844,0.03119764569708892,27.79058278835569,133.861211875688,0.9905005885757278,3.2977881127380027,0.4681412581746647,12.57905827883557,9
7.248671785921321,0.2500885476052453,0.42557555943409453,2.1008854760524533,0.03150442738026227,29.017709521049063,125.88488811318109,0.9904238931549344,3.325398464223604,0.4497343571842641,12.701770952104907,9
6.7255598636624,0.3348880272675199,0.34022394546496015,1.7506718363948806,0.02376231700057281,25.757838091273605,92.03135236509442,0.9898132278227612,3.399955210907008,0.5622872518082879,12.525559863662401,9
7.069724114212903,0.2751379428935484,0.4672930856596774,2.502758857870968,0.029880687994903225,34.935865152322584,113.90827657361291,0.9902243102855323,3.3563758513958066,0.41091723426387095,12.869724114212904,9
7.126285428179796,0.25824763812134693,0.478609647788755,2.1824763812134695,0.03191238190606735,30.649527624269385,115.278070442249,0.9903219045234831,3.362114371546061,0.4252570856359592,12.864952762426938,9
7.197721740024303,0.25348521733171314,0.4476539126561354,2.1348521733171317,0.03167426086658566,29.697043466342627,121.46921746877291,0.9903814347833536,3.3406834779927093,0.43954434800486053,12.769704346634263,9
7.9873562182352895,0.31005517614352957,0.37879079796705856,6.5944823856470425,0.028769194822117625,26.219769949176463,106.64275700447052,0.9937288272816117,3.2934620776682357,0.5267586269058826,11.290115025411769,9
7.321178141098736,0.3340375869204455,0.3361554010303191,4.196241307955449,0.025038597590152922,25.153885025757976,96.25037900114027,0.9917702637348303,3.349421036147706,0.5667293115340758,11.823057487121012,9
8.017091991091783,0.25088985866632557,0.3926695759989768,5.121759484346669,0.03245198115551008,27.36299528887752,133.5550706668372,0.99289131961326,3.2509603768897986,0.4727400942224496,11.73770989335721,9
8.361162717756738,0.2663058135887837,0.46477674564486526,7.496883414578299,0.03389174407663511,29.108255923364894,119.93639494766205,0.994524895104485,3.2628011689906775,0.44522325435513477,11.323546602804079,9
6.945648986974464,0.3081526519538303,0.32024428636026564,1.7728244934872324,0.025320612337180807,25.29618370115424,108.33130662077636,0.9900388551103463,3.3538320396166497,0.5538320396166495,12.443206123371809,9
7.278306424527052,0.2608915321226353,0.48643387150945894,2.9488869830136215,0.03226745963679058,30.73254036320942,113.9806853348988,0.9908973265221656,3.354843953915201,0.42356612849054104,12.677116969341185,9
8.130378201543975,0.30966634630047374,0.40151891007719875,7.7792820408551995,0.027507467921021624,40.78137825237488,121.79631409441812,0.9938266922959621,3.23525897448931,0.4159262818883625,11.413695516567662,9
8.787351371625581,0.2812553506214791,0.42999048778403726,9.474464937852094,0.03324916768110326,27.49976219460093,119.12268139735907,0.9960808130325792,3.2262624847834513,0.47875891770246515,10.650118902699536,9
6.777077610707616,0.32458447785847666,0.3608310442830467,1.8124931328491403,0.02489570743556757,26.479086549906636,94.91634619962655,0.9898802008939199,3.395833791143391,0.5427105079311056,12.577077610707617,9
8.552524922229987,0.26726262461114997,0.46094950155540027,8.300604673365946,0.03417878738334498,28.821212616655018,120.98888707226493,0.9951659584894704,3.2465353816104514,0.44905049844459977,11.084343847212516,9
7.0471394558242775,0.2705721088351444,0.46885578232971126,2.1365673469891338,0.030837068028134122,30.259952381539893,110.03980952615957,0.9902312812925715,3.3742288435340577,0.44008700678677426,12.847139455824278,9
7.130305615702724,0.35057840663034306,0.3515152807851363,4.86997997295338,0.019779634303157413,53.964153247555,119.52342185386983,0.9905537274695726,3.2716252503380825,0.3704684370773966,12.459225947219878,9
6.70703854703461,0.36,0.3078397578391018,2.5276674076332912,0.019929614529653895,35.77424017380716,97.1310353305892,0.9897035192735173,3.3636166296183356,0.5208012108044913,12.507038547034611,9
6.9331570251665156,0.35864357624318804,0.34165785125832576,4.296456800484406,0.018256213376286703,56.562930122805035,119.07535687537845,0.989908513900545,3.278794289993945,0.3615071375075688,12.665335837325916,9
6.624197296905979,0.36,0.29403288281766315,1.8097099065184845,0.02075802703094021,26.66170265965769,87.74236031601095,0.989662098648453,3.399514504674076,0.5898355859116842,12.424197296905978,9
8.950163635552508,0.2753941091201097,0.4404104726753606,10.060589087989033,0.03416091635909405,27.760261816884015,121.66255271461915,0.9965594810885243,3.2125862546135893,0.46899018186684943,10.519869091557993,9
6.899644225229792,0.3150533662155312,0.31621886970760676,1.749822112614896,0.0247455528153724,25.12366584461172,105.22598520301095,0.9899870997533835,3.361307813400159,0.5613078134001588,12.437455528153723,9
8.826123881818576,0.28120402301651276,0.43630619409092886,9.803269474381315,0.03288368454132537,31.610185194209663,123.37755427686041,0.996103678158679,3.209959131570234,0.44755108553720807,10.686325032644215,9
6.748537807035075,0.36,0.3147563011725125,2.8873276609706524,0.01951462192964925,40.33915877385827,101.83428479730853,0.9897242689035176,3.3456336169514675,0.4862184941374373,12.548537807035075,9
6.8678783539615935,0.36,0.3346463923269322,3.9216124010004734,0.01832121646038407,53.46661893577524,115.35954678231388,0.9897839391769808,3.293919379949976,0.38676803836533913,12.667878353961592,9
7.4056889282521565,0.3393127256624118,0.3652844464126078,5.671095064006272,0.02190759626376666,50.33410049122158,120.1492930187549,0.9914549819470071,3.2616113116999217,0.382985860375098,12.171325211372746,9
8.511781625038267,0.25961967573596945,0.41885902720790824,7.624307044311233,0.03361595676479592,27.65398919119898,129.1901621320153,0.9947682302832335,3.2276808647040816,0.4669202161760204,11.12662269848214,9
8.474228141322602,0.2955997578549845,0.4187114070661301,8.779572774756659,0.030164490182947378,36.248810864383884,122.57779123027863,0.9949520193716013,3.222755340315542,0.4315558246055728,11.054216034071825,9
6.988713950683328,0.3156430246583361,0.4065354630124958,3.3128604931667227,0.02420997654783294,45.46718641116739,116.33858147950016,0.9900217848767083,3.3199212778074974,0.3866141852049983,12.788713950683327,9
7.17740925849895,0.29342177796025204,0.351096370339958,2.9793992626046215,0.025212640720972693,40.35544449006302,130.09637033995799,0.9902161138877484,3.28,0.42657822203974793,12.589036296600419,9
8.891982963758794,0.27850978784623115,0.4395991481879397,9.994859530934672,0.03339259562904523,30.742042750452264,123.5272340085427,0.9963192169723015,3.207564255863317,0.45054468017085425,10.617472356070351,9
7.168825369251112,0.27467619461233317,0.3397722198094723,1.884412684625556,0.0281103171156389,26.133095134691672,123.39571242445007,0.9902899285404075,3.317565877496694,0.5175658774966942,12.47110317115639,9
6.6620151342856255,0.3475969731428748,0.3148060537142503,1.674418161142751,0.02236433295428377,24.86821187999876,88.47284751999504,0.9897306196745713,3.40503878925715,0.5864342489714621,12.462015134285625,9
7.398172632042986,0.24012182453046765,0.36079185944803976,2.0012182453046767,0.031006091226523383,27.02436490609353,138.84162811039204,0.9905484771933692,3.280548210387104,0.479634526408597,12.502436490609353,9
7.008718093273667,0.3339076576143199,0.3443487237309467,3.721640389595865,0.02082667042511534,50.476914403579975,123.34872373094669,0.9899630771399105,3.28,0.3860923423856801,12.656512762690532,9
7.130722636473052,0.30462656724646775,0.34922890545892205,3.1848203995185758,0.023998788548299323,43.15664181161695,128.22890545892204,0.9901460839547096,3.28,0.4153734327535322,12.60771094541078,9
7.164907188098242,0.2556728541267838,0.46187355182409484,2.1567285412678383,0.03178364270633919,30.134570825356764,118.62528963518103,0.9903540893234152,3.3505278435705272,0.4329814376196485,12.813457082535678,9
8.271681451502403,0.2553826138500424,0.4061478415501272,6.4096826370121525,0.03305101518000565,27.512753795001412,131.3086930749788,0.9938572619777591,3.238979696399887,0.46974492409997176,11.423217030497034,9
7.179175353726838,0.2547216430848775,0.4556906800517036,2.147216430848775,0.03173608215424387,29.944328616975497,119.86186398965928,0.990365979461439,3.346247393881949,0.43583507074536754,12.79443286169755,9
7.0364687338386895,0.2945296899241966,0.3281910142108853,1.8182343669193446,0.026455859172983615,25.636757751895086,114.46163953411153,0.9901410273255685,3.339073830751213,0.539073830751213,12.454558591729837,9
7.215016168261208,0.2677475747608189,0.3438139147228556,1.9075080841306038,0.028687702103265093,26.306310630979528,126.5135913576315,0.9903418931892939,3.3100598726575536,0.5100598726575538,12.476877021032651,9
7.3970483480814035,0.24070839646046313,0.3598819339232561,2.012987268441824,0.030923257050116493,27.17709911511578,138.88193392325616,0.9905455725221222,3.28,0.47929160353953687,12.501180660767439,9
6.902664810768636,0.2994670378462728,0.41106592430745437,1.963197772922363,0.027658625836909992,28.2373073507609,101.9492294030436,0.9900434642539993,3.385786815138509,0.49498737190791836,12.702664810768637,9
6.959374635612666,0.347062513117944,0.31299997667921065,2.8937486882055987,0.023012497959430934,24.574999416980265,90.6062443155576,0.9907065614287013,3.379812530608536,0.58843752186324,12.112500291509868,9
7.190233632730616,0.25398442448462555,0.4508987591500661,2.139844244846256,0.03169922122423128,29.79688489692511,120.82024816998678,0.9903751946939422,3.342929910180815,0.4380467265461233,12.77968848969251,9
6.925572444351443,0.34721377782427904,0.3591793332635814,3.9442755564855814,0.01979007110460093,53.67558223431256,118.23282666945674,0.9898639311108786,3.2915075999581487,0.36767173330543257,12.72557244435144,9
7.29576152051917,0.2650172350753993,0.35583046082076675,2.4586493097156543,0.028289799533498403,33.25430876884984,134.83046082076677,0.9903936422807788,3.28,0.45498276492460066,12.541695391792333,9
7.2255975162413595,0.26616037256379615,0.3447397826711189,1.9127987581206796,0.02881996895301699,26.345990685905097,127.22783234629173,0.9903537972057715,3.308340403610779,0.5083404036107791,12.47819968953017,9
8.34350134532615,0.2566500237410497,0.4099500712231491,6.773006805767579,0.03322000316547329,27.55500079136832,130.67498812947514,0.9941297551043257,3.235599936690534,0.46889998417263357,11.334498338126522,9
6.955435718675325,0.34720431412768826,0.31274788599522074,2.8795685872311694,0.02299044002458182,24.56869714988052,90.54479721133507,0.9906949810129054,3.380143399631273,0.5886738568794805,12.11565142505974,9
6.928515163342096,0.34574241832895186,0.36138637250657224,3.9148483665790375,0.01999606143394674,53.29302876552748,118.14454509973712,0.9898712879083552,3.2928318235039433,0.36855454900262885,12.728515163342095,9
7.139120669773187,0.3026110392544351,0.3495648267909275,3.147869052997977,0.024217137414102863,42.65275981360878,128.56482679092747,0.9901586810046598,3.28,0.41738896074556486,12.604351732090725,9
6.620201436089805,0.359272748300767,0.2912928919097475,1.6727251699232983,0.021113128042102913,24.03232229774369,85.31514240300096,0.9897093922221041,3.4083030793684563,0.6087879138346117,12.383838851128155,9
7.014552477264521,0.3027237613677391,0.42591435794839133,3.054475227354782,0.026018673408516525,42.10817795561217,115.56342568206435,0.9900863811931613,3.331548614769035,0.3943657431793565,12.814552477264522,9
6.814829933390647,0.36,0.32580498889844106,3.461859422718936,0.018851700666093534,47.631292672971114,109.34739245093994,0.9897574149666953,3.316907028864053,0.4309750555077946,12.614829933390647,9
8.012782404636853,0.2645639120231843,0.47174435190726294,6.033686099474788,0.03336917360695528,29.630826393044718,118.0203032255027,0.9933578210555334,3.2924134956058677,0.4382556480927371,11.759021994203932,9
7.10596000458785,0.25960266636081,0.4874173313452648,2.1960266636081,0.0319801333180405,30.920533272161997,113.51653373094703,0.9903049666704898,3.368211998623645,0.4211920009175701,12.8920533272162,9
7.515685865695043,0.32703530883497844,0.3486038954044828,4.896469116502157,0.026127840847892245,25.46509738511207,99.28469950484268,0.9923421164451435,3.3330823872816167,0.5550588480582974,11.667451307443965,9
7.229663058091382,0.2513557961272412,0.43381267482706765,2.113557961272412,0.03156778980636206,29.271159225448237,124.23746503458646,0.9904080525484095,3.331101082572585,0.44593261161827646,12.727115922544824,9
8.426384367541136,0.2666319218377057,0.4634723126491773,7.770814343672767,0.033989576551311705,29.010423448688297,120.29511402147625,0.9947433876312628,3.2572573287590036,0.4465276873508227,11.242019540573581,9
7.414851894678228,0.3306653317915838,0.3421505212594066,4.533466820841621,0.02556317061019808,25.303763031485165,97.71168955698036,0.992045664570354,3.341552440847029,0.5611088863193063,11.748118484257418,9
7.361689944032532,0.24574650839512022,0.35664787010284654,1.980844972016266,0.030521124300406648,26.856337290121996,136.4140712221959,0.9905069011870367,3.2862253840947133,0.48622538409471355,12.495211243004066,9
6.914397176490757,0.3528014117546215,0.35079788236806775,4.05602823509243,0.01900780235435299,55.12836705620159,118.56808470527729,0.9898359929412269,3.2864787294208404,0.3643191529472271,12.714397176490756,9
8.014152821862078,0.31442102092382407,0.39570764109310397,7.441171845416956,0.02660936271438879,42.313440075454416,121.532165504232,0.9934463183260941,3.239485351932288,0.41064331008463995,11.535203868053282,9
6.902571909172897,0.35871404541355184,0.34192893187967227,4.174280908271037,0.01818003364210274,56.665651807523474,118.92284272481311,0.9898064297729322,3.2811573591278034,0.3607715727518689,12.702571909172896,9
7.059929770546154,0.32161685506892307,0.34639719082184617,3.4963090095969234,0.022158174034199996,47.40421376723077,125.39719082184615,0.9900398946558192,3.28,0.3983831449310769,12.636028091781538,9
8.126799439962571,0.2651339971998129,0.46946401120074854,6.512557647842804,0.03354019915994386,29.45980084005614,118.64739691979415,0.9937397781238746,3.2827220476031815,0.44053598879925143,11.616500700046785,9
6.6335061928581,0.3549740710712849,0.2929317918750838,1.6167530964290502,0.021418827410726256,24.125648223217876,87.26166801792178,0.9896876944669654,3.4045552436605586,0.6045552436605587,12.404188274107263,9
7.330416271140772,0.25043755932888423,0.3539114237248175,1.9652081355703859,0.030130203389259647,26.739061016777892,134.30309830200207,0.9904717183050334,3.2913073559396246,0.4913073559396246,12.491302033892596,9
6.82513962631378,0.326229056052933,0.3096997173024557,1.71256981315689,0.02381424532892225,24.844273598676676,100.19692477618014,0.989903282079603,3.373414810724011,0.5734148107240108,12.428142453289222,9
8.74208467348588,0.2828849517545083,0.4270934191030964,9.311504824549173,0.03299567417152094,27.42733547757741,118.41652090637976,0.9959477289400485,3.230064887427186,0.4814749195908471,10.686332261211295,9
6.927909785254511,0.3460451073727445,0.36093233894088317,3.9209021474548913,0.01995368496781576,53.371727916913585,118.16270644236468,0.9898697744631363,3.2925594033645296,0.36837293557635326,12.72790978525451,9
6.921791982018928,0.31173120269716076,0.31815679842665623,1.7608959910094641,0.025022399775236605,25.20671993257098,106.72095878627765,0.9900120159797713,3.357708802921924,0.5577088029219242,12.440223997752366,9
8.865428272156525,0.2658604989204093,0.4375814967612278,9.413343023850658,0.03444806652272124,27.86201663068031,126.06975053979536,0.996110007267888,3.2110386695455753,0.46275966738639385,10.689765075571351,9
7.098420450875598,0.26078977456220087,0.4888153381566987,2.215795491244017,0.031889431561291884,31.205341386172222,113.04738647373205,0.990296051127189,3.369289202894019,0.41952613526267946,12.898420450875598,9
7.9624683747182505,0.31653538467061704,0.39312341873591256,7.290817090089456,0.02620998289555012,42.99473506053215,121.41470085163239,0.9932771692263507,3.241364786373882,0.4082940170326478,11.589237608249102,9
6.834473867633145,0.36,0.3290789779388575,3.6321068528205895,0.01865526132366855,49.79212543964594,111.5737049984231,0.9897672369338166,3.30839465735897,0.41460511030571257,12.634473867633144,9
7.244660062668415,0.27728158495958044,0.3537864025067366,2.6834957242589743,0.02696116162937879,36.3203962398951,132.7864025067366,0.9903169900940026,3.28,0.44271841504041953,12.562135974932634,9
7.204248853566602,0.2693626719650098,0.34287177468707764,1.9021244267833008,0.028553110669582518,26.265933200874755,125.7867976157456,0.9903297799602625,3.3118095612954273,0.5118095612954272,12.475531106695826,9
6.831412956377385,0.36,0.3285688260628974,3.6055789552706625,0.01868587043622616,49.455425201512256,111.2268017227702,0.9897657064781887,3.309721052236467,0.4171558696855132,12.631412956377384,9
6.690104569675124,0.36,0.30501742827918726,2.3809062705177384,0.020098954303248765,33.9115026642636,95.21185122984735,0.9896950522848376,3.3709546864741133,0.5349128586040636,12.490104569675124,9
7.2195736484491135,0.2833023243722129,0.3527829459379645,2.7938759468239036,0.026308914859676936,37.82558109305323,131.7829459379645,0.9902793604726737,3.28,0.43669767562778705,12.572170540620355,9
8.50750067828626,0.2670375033914313,0.46184998643427483,8.111502848802289,0.03411125101742939,28.88874898257061,120.74125373057443,0.9950151272722589,3.250362442345668,0.4481500135657252,11.140624152142177,9
7.567511149497078,0.24295607910877196,0.3688682373263159,2.8474093445146305,0.031394143881169595,27.0985359702924,137.521960445614,0.9911855570083861,3.272117122376608,0.478029280594152,12.293074462385963,9
7.418844695436503,0.24033255344887947,0.3609976603466384,2.0953319886787796,0.031044340459850595,27.01108511496265,138.83372327556026,0.9906214989915091,3.279113190802988,0.479778297700747,12.476721258578436,9
6.707258143148781,0.3385483713702437,0.3329032572595126,1.728709771778538,0.023359679149273196,25.501614004082942,91.00645601633177,0.9897894355860934,3.4014193485480977,0.569241905603463,12.507258143148782,9
6.742153601768808,0.33867695973467876,0.30243844015477067,1.6710768008844041,0.0227769200221101,24.53307600663303,94.59536811939454,0.98980992280199,3.3869000397125686,0.5869000397125687,12.417769200221102,9
6.840419182058193,0.36,0.3300698636763655,3.6836329111710038,0.018595808179418073,50.4461100264012,112.24750729992851,0.9897702095910291,3.30581835444145,0.4096506816181727,12.640419182058192,9
7.1046832852476705,0.28429750721284947,0.33415978745917113,1.852341642623835,0.027308541065595875,25.892562319678763,119.06612175421773,0.9902177686959036,3.3279889661472537,0.5279889661472535,12.463085410655959,9
7.418449268023983,0.2615922463401199,0.4836310146395203,3.5374869257007315,0.03247767390203598,30.522326097964026,114.7514709741319,0.9913668050478803,3.3429318122179614,0.4263689853604797,12.50193841497002,9
6.722920730858169,0.34156189037127466,0.30075556395008973,1.6614603654290845,0.022536509135727113,24.460952740718135,93.29714933292641,0.9897882858222155,3.3900253812355476,0.5900253812355476,12.415365091357272,9
7.2944487000728175,0.26533231198252394,0.3557779480029127,2.464425719679605,0.02825566620189324,33.33307799563099,134.77794800291267,0.9903916730501092,3.28,0.45466768801747603,12.542220519970874,9
8.923623912391056,0.27634953915392196,0.4387119303930277,9.965046084607804,0.034012293909389923,27.717798259825692,121.24853303330049,0.9964814543024297,3.214815591359151,0.47058256525653663,10.541100870087154,9
6.817622271266922,0.31647554574661557,0.37704890850676887,1.8611467255203067,0.02578768996787229,27.04671179773691,97.18684719094765,0.989932908952647,3.3925902182986465,0.5273035369185696,12.617622271266923,9
7.114848665638404,0.2590100889574397,0.48356557822335805,2.1901008895743974,0.03195050444787199,30.80201779148794,114.28688435532838,0.990312373888032,3.365545400308479,0.4229697331276809,12.880201779148795,9
8.923976172871456,0.27633685777662764,0.43873447506377317,9.966314222337239,0.034014266568080154,27.71836187659433,121.2540282967947,0.9964824899482421,3.214786001478798,0.4705614296277127,10.540819061702836,9
6.6869921653064015,0.36,0.30449869421773357,2.353932099322145,0.020130078346935986,33.56913818370415,94.85911206805882,0.9896934960826532,3.3723033950338928,0.5375065289113322,12.486992165306402,9
8.300306814977608,0.2987889546608061,0.39881963615856697,7.72110453391939,0.03052171816387461,26.720490903964173,111.5247863136507,0.9946489020360342,3.267174227541881,0.5079815911013434,11.039754548017914,9
8.774795376183365,0.26837397688091685,0.4565040924763327,9.234140579970129,0.03451219306427505,28.487806935724954,122.2113745690085,0.9959105645102143,3.2276423930244142,0.4534959075236673,10.806505779770795,9
6.634378666378363,0.36,0.29572977772972725,1.8979484419458186,0.020656213336216363,27.781653301620004,88.89624885621456,0.9896671893331892,3.3951025779027093,0.5813511113513636,12.434378666378365,9
6.784531869565732,0.32309362608685355,0.3638127478262929,1.821438243478879,0.025059701130446112,26.58344617392025,95.333784695681,0.9898898914304355,3.3952374504347413,0.5398778895650217,12.584531869565733,9
7.16173793447682,0.275739309828477,0.3391520692667217,1.88086896723841,0.02802172418096025,26.106517254288075,122.91731057718535,0.9902819551762865,3.3187175856475166,0.5187175856475168,12.470217241809603,9
7.01179268581671,0.3331697554039897,0.3444717074326684,3.7081121824064778,0.02090660983123445,50.29243885099742,123.47170743266838,0.9899676890287251,3.28,0.3868302445960103,12.655282925673315,9
6.840698124311369,0.36,0.3301163540518948,3.686050410698529,0.018593018756886313,50.47679367425056,112.27912075528845,0.9897703490621557,3.3056974794650733,0.4094182297405261,12.640698124311369,9
8.652664878238047,0.26776332439119027,0.45894670243523905,8.7211924885998,0.03432899731735707,28.67100268264293,121.53965683030926,0.9955014273420975,3.2380234853497663,0.451053297564761,10.95916890220244,9
6.82493905484982,0.36,0.32748984247497004,3.5494718086984407,0.0187506094515018,48.743296033480206,110.49309288297961,0.989762469527425,3.312526409565078,0.42255078762514997,12.62493905484982,9
6.937894696359719,0.29242106072805607,0.42515787854388787,2.005473635631664,0.028433683319913836,28.730525749036076,103.9221029961443,0.9900892631052676,3.3829684242912226,0.48160001538330643,12.73789469635972,9
6.667142268018827,0.3465715463962346,0.31685690720753074,1.6805707216225922,0.02247712989641419,24.939991752263577,88.75996700905431,0.9897372849484245,3.404628618558494,0.5844859381528458,12.467142268018828,9
7.266995359758087,0.259950696036287,0.34836209397883255,1.9334976798790433,0.029337441996976084,26.501232599092823,130.02218678367086,0.9904003697797279,3.3016132540393106,0.5016132540393109,12.483374419969762,9
6.731746743290857,0.33365065134182864,0.3426986973163426,1.758096091949028,0.023898428352398846,25.844454406071993,92.37781762428797,0.9898212707662781,3.3994602605367317,0.5599362375494744,12.531746743290856,9
6.95493121335155,0.3325343933242253,0.38119841001366206,3.650687866484506,0.021845184934608457,49.85894226429858,117.35206359945352,0.9899373280333789,3.304719046008197,0.37647936400546483,12.754931213351549,9
7.120476837502476,0.34126283384991085,0.3233105176001585,3.4737166150089154,0.02391467029001387,24.832762940003963,93.11943866503863,0.9911802019022573,3.3662799456497923,0.5787713897498514,11.983618529998019,9
9.087733899011685,0.27044157963557935,0.4492149695367479,10.555842036442067,0.03493130983446544,27.980374238418698,123.80864882458229,0.9969639376630943,3.2010303524830186,0.4607359660592989,10.409812880790652,9
7.220818140688979,0.2830036462346451,0.35283272562755913,2.7884001809684933,0.02634127165791345,37.75091155866127,131.83272562755914,0.9902812272110335,3.28,0.4369963537653549,12.571672743724408,9
8.296080549286891,0.2659804027464345,0.4660783890142622,7.223538307004941,0.03379412082393034,29.205879176069665,119.5784430210779,0.9943068698401111,3.2683331533106146,0.44392161098573785,11.404899313391386,9
7.061829411294038,0.2790852943529807,0.461372058470529,2.581705887059614,0.029328058790582704,35.96217653177498,114.14511766117884,0.9902045735282351,3.3528232350823175,0.4085488233882116,12.861829411294039,9
7.899417823936279,0.31322095833829394,0.3731627407319219,6.2779041661706065,0.02827673981404317,26.079068518298048,105.27091805340596,0.9934702884023727,3.300848902789353,0.5320349305638232,11.360465740850977,9
7.200892527600959,0.2605044626380048,0.4879821494479808,2.623748615924028,0.03215133879140144,30.84866120859856,113.55490890180528,0.9906379899674632,3.3614241351539187,0.4220178505520192,12.773884340498801,9
7.258415957030418,0.2612376064454373,0.3476113962401615,1.929207978515209,0.029230199462880222,26.469059838864066,129.4430770995532,0.9903907179516592,3.303007406982557,0.5030074069825571,12.482301994628802,9
6.619752719514062,0.3560494560971875,0.2979010878056249,1.6237032634168749,0.021434559829309374,24.27653807319687,86.10615229278748,0.9896756785353683,3.4084197824388753,0.6024939665846563,12.419752719514063,9
7.354824292810277,0.2430117138126482,0.3795761397822133,2.030117138126482,0.03115058569063241,27.60234276252964,135.08477204355734,0.9905123535773419,3.2935527121569166,0.4709648585620554,12.560234276252965,9
7.317380305919444,0.2523929541120834,0.3527707767679513,1.958690152959722,0.02996725382399305,26.690176147197917,133.42317064956248,0.9904570528441594,3.2934257002880902,0.4934257002880903,12.489672538239931,9
7.79222518489773,0.3170798933436817,0.36630241183345474,5.89201066563183,0.027676461035427292,25.90756029583637,103.59871288440459,0.9931551420435993,3.3098530844685907,0.5384664889061361,11.446219852081816,9
6.614123099500485,0.3571753800999028,0.2956492398001943,1.6169477194005832,0.021310708189010694,24.197723393006804,85.79089357202722,0.9896683600293507,3.4088701520399614,0.6046332221898154,12.414123099500486,9
7.189950899467385,0.29041178412782775,0.3515980359786954,2.9242160423435095,0.02553872338615199,39.60294603195695,130.59803597869538,0.9902349263492011,3.28,0.4295882158721722,12.584019640213047,9
7.695871984065416,0.2629793599203271,0.4780825603186917,4.702662333074748,0.03289380797609812,30.106192023901876,116.27729591235979,0.9922961711466192,3.3193508813544397,0.4319174396813083,12.155160019918231,9
7.655946871773988,0.3219859126161364,0.3575805997935353,5.401408738386359,0.02691330248193434,25.689514994838383,101.47277119967423,0.9927544838030156,3.321300462770985,0.5466431876935607,11.555242502580809,9
6.6149570156403,0.36,0.2924928359400501,1.729627468882606,0.020850429843596995,25.645271720433076,86.69512843923408,0.9896574785078202,3.40351862655587,0.5975358202997494,12.4149570156403,9
7.340218519136291,0.2543475554072901,0.3576087407654516,2.263038515800319,0.02944568149754357,30.586888851822525,136.60874076545164,0.9904603277787045,3.28,0.4656524445927099,12.523912592345484,9
6.778883396478926,0.3242233207042147,0.36155335859157045,1.8146600757747116,0.024935434722536377,26.50436755070497,95.01747020281988,0.9898825484154226,3.3956893282816862,0.542024309338008,12.578883396478927,9
6.891417812594642,0.30171643748107146,0.406567125037857,1.9497013751135712,0.027411191877082138,28.079849376324994,101.31939750529997,0.9900288431563731,3.386686574992429,0.4992612312140358,12.691417812594644,9
9.034005227120314,0.2688353863609467,0.4465061590828402,10.26614409013806,0.034844718181459566,27.961179545364892,124.58230681952664,0.9967496080676036,3.203105636370809,0.46077640909270223,10.48152295473373,9
8.134933224930402,0.265174666124652,0.46930133550139197,6.546719544707688,0.03355239983739561,29.447600162604395,118.6921327371172,0.9937670263035169,3.282030675880916,0.44069866449860806,11.606333468836997,9
6.811951601061202,0.32820725984081967,0.3085457650928552,1.7059758005306012,0.023649395013265028,24.79481850397951,99.30673307163116,0.9898884455511939,3.3755578648275546,0.5755578648275547,12.42649395013265,9
8.906171488871445,0.27697782640062796,0.4375949752877726,9.902217359937206,0.0339145603376801,27.689874382194315,120.97627522639456,0.996430144177282,3.2162815949347987,0.47162971066771325,10.555062808902843,9
8.964926750200407,0.2676163544153013,0.4428490632459039,9.916688265719706,0.03468218058870684,27.92054514717671,125.19182279234934,0.9964875161992898,3.2063563882258634,0.46158909705646584,10.566855190928909,9
8.182298949434081,0.2538052755782485,0.4014158267347455,5.957512332431238,0.03284070341043314,27.460175852608284,132.09736221087576,0.9935181342493234,3.2431859317913374,0.4707964829478343,11.533630709522605,9
7.157118957223292,0.34948149720450167,0.3528559478611646,4.947982421013213,0.019986828305816346,53.61070465478388,119.58436126641658,0.9906414802236398,3.270650219737335,0.3716872253283314,12.431193817448376,9
7.017089427409166,0.30145528629541696,0.42781707055687457,3.029105725908339,0.026196259918641628,41.778374436808406,115.48731717772502,0.9900927235685228,3.3326902423341247,0.3951268282227498,12.817089427409167,9
8.121471264500274,0.3052270344779901,0.3873741609280176,7.077296552200989,0.029520239081201542,26.43435402320044,108.73495172620429,0.9941231255176308,3.282196413781977,0.5187117241299836,11.182822988399781,9
8.073790795151364,0.3119812856528988,0.39868953975756816,7.6146641313494206,0.0270702015988969,41.52730315482294,121.66770635261673,0.9936414971477681,3.237316698358132,0.4133541270523347,11.472855077796302,9
7.270299540664651,0.24864669728902322,0.41620353237865093,2.0864669728902325,0.03143233486445116,28.729339457804645,127.75929352426981,0.9904419162838872,3.3189101378006045,0.4540599081329303,12.672933945780464,9
8.620169658039414,0.2872738923105811,0.41929085811452255,8.872610768941893,0.03231295008502073,27.232271452863063,116.51464666541487,0.9955892987946359,3.240305748724689,0.48878982051763514,10.783864273568469,9
6.709845104988965,0.36,0.3083075174981608,2.5519909099043616,0.019901548950110353,36.08296154878613,97.44911189874935,0.9897049225524945,3.362400454504782,0.518462412509196,12.509845104988965,9
7.049365327418917,0.28531733629054135,0.45202399556418804,2.7063467258108265,0.028455572919324212,37.58250743554075,114.51904017743249,0.9901734133185472,3.347214397338513,0.4048095982256752,12.849365327418917,9
